name,local name,homepage,Alternative names,image url,country,city,key subjects,key subject scores,institutions
Humanitas University,Humanitas University,http://www.hunimed.eu/,['Università Humanitas'],https://upload.wikimedia.org/wikipedia/commons/3/32/Hunimed.png,Italy,Rozzano,"['Medicine', 'Internal medicine', 'Biology', 'Genetics', 'Pathology', 'Surgery', 'Chemistry', 'Immunology', 'Biochemistry', 'Psychology', 'Radiology', 'Endocrinology', 'Physics', 'Psychiatry', 'Cancer']","[95.1, 82.3, 81.8, 55.3, 54.4, 49.3, 38.7, 34.6, 33.8, 28.6, 27.9, 21.7, 21.5, 21.1, 20.7]",['IRCCS Humanitas Research Hospital']
University of Camerino,Università degli Studi di Camerino,http://www.unicam.it/,[],https://upload.wikimedia.org/wikipedia/en/f/f6/University_of_Camerino.png,Italy,Camerino,"['Biology', 'Chemistry', 'Physics', 'Biochemistry', 'Medicine', 'Organic chemistry', 'Genetics', 'Quantum mechanics', 'Internal medicine', 'Engineering', 'Mathematics', 'Computer science', 'Materials science', 'Geology']","[70.8, 64.7, 51.4, 47.0, 43.7, 40.9, 38.2, 34.4, 30.2, 30.0, 28.6, 27.0, 26.8, 22.0]",[]
Bocconi University,Università commerciale Luigi Bocconi,http://www.unibocconi.it/wps/wcm/connect/Bocconi/SitoPubblico_IT/Albero+di+navigazione/Home/,[],https://upload.wikimedia.org/wikipedia/commons/4/45/Grafton_Building.jpg,Italy,Milan,"['Economics', 'Business', 'Political science', 'Law', 'Computer science', 'Mathematics', 'Biology', 'Philosophy', 'Finance', 'Sociology', 'Physics', 'Statistics', 'Geography', 'Engineering', 'Psychology', 'Macroeconomics', 'Medicine', 'Microeconomics', 'History']","[78.8, 60.4, 57.3, 53.4, 51.3, 47.3, 35.1, 33.4, 31.3, 28.5, 27.7, 26.7, 26.3, 25.2, 23.8, 22.7, 22.1, 20.8, 20.1]",['Institute for International Political Studies']
International School for Advanced Studies,Scuola Internazionale Superiore di Studi Avanzati,https://www.sissa.it/,[],https://upload.wikimedia.org/wikipedia/en/8/85/SISSA_official_logo.svg,Italy,Trieste,"['Physics', 'Quantum mechanics', 'Mathematics', 'Computer science', 'Engineering', 'Biology', 'Chemistry', 'Geometry', 'Mathematical analysis', 'Astronomy', 'Mathematical physics', 'Materials science', 'Pure mathematics', 'Medicine', 'Astrophysics', 'Particle physics']","[80.7, 71.6, 63.0, 43.8, 38.6, 37.7, 36.5, 29.0, 26.9, 25.9, 24.4, 23.5, 22.2, 22.1, 21.7, 20.1]",[]
Sant'Anna School of Advanced Studies,Scuola Superiore Sant'Anna,http://www.santannapisa.it/en,[],,Italy,Pisa,"['Computer science', 'Engineering', 'Biology', 'Physics', 'Mathematics', 'Medicine', 'Economics', 'Quantum mechanics', 'Chemistry', 'Artificial intelligence', 'Psychology', 'Operating system', 'Materials science', 'Internal medicine', 'Political science']","[62.8, 53.3, 51.0, 47.0, 41.1, 40.7, 32.3, 31.9, 28.8, 27.9, 25.8, 24.6, 23.0, 22.4, 20.2]",['National Enterprise for NanoScience and NanoTechnology']
Magna Graecia University,Università degli Studi Magna Græcia di Catanzaro,http://web.unicz.it/it/,[],https://upload.wikimedia.org/wikipedia/commons/3/30/Magna_Graecia_University_of_Catanzaro_03.jpg,Italy,Catanzaro,"['Medicine', 'Biology', 'Internal medicine', 'Genetics', 'Chemistry', 'Pathology', 'Biochemistry', 'Psychology', 'Surgery', 'Endocrinology', 'Psychiatry', 'Physics', 'Immunology', 'Mathematics', 'Radiology']","[87.1, 83.7, 71.2, 50.1, 49.8, 48.2, 44.5, 38.2, 31.8, 31.3, 29.2, 26.0, 21.4, 21.2, 20.5]",['Azienda Ospedaliero Universitario Mater Domini']
Università Campus Bio-Medico,Università Campus Bio-Medico,http://www.unicampus.it/,[],https://upload.wikimedia.org/wikipedia/commons/c/c7/Policlinico_Universitario_Campus_Bio-Medico_visto_dal_Parco_di_Decima.JPG,Italy,Rome,"['Medicine', 'Biology', 'Internal medicine', 'Pathology', 'Genetics', 'Surgery', 'Chemistry', 'Psychology', 'Biochemistry', 'Physics', 'Psychiatry', 'Mathematics', 'Radiology', 'Computer science', 'Endocrinology', 'Engineering', 'Immunology']","[87.0, 80.5, 69.0, 48.9, 44.1, 43.3, 39.5, 38.4, 31.8, 30.8, 27.9, 27.7, 25.0, 24.4, 23.5, 21.2, 20.4]",['Campus Bio Medico University Hospital']
University of Foggia,Università degli Studi di Foggia,http://en.unifg.it/,[],,Italy,Foggia,"['Biology', 'Medicine', 'Internal medicine', 'Chemistry', 'Genetics', 'Pathology', 'Biochemistry', 'Psychology', 'Physics', 'Surgery', 'Mathematics', 'Psychiatry', 'Endocrinology', 'Immunology']","[80.6, 75.6, 58.1, 47.9, 42.6, 41.8, 38.0, 32.0, 28.7, 27.2, 23.8, 23.2, 22.5, 20.4]",[]
"University of Campania ""Luigi Vanvitelli""",,http://international.unina2.it/index.php/en,['Second University of Naples'],,Italy,Caserta,"['Medicine', 'Biology', 'Internal medicine', 'Pathology', 'Chemistry', 'Genetics', 'Psychology', 'Biochemistry', 'Physics', 'Mathematics', 'Psychiatry', 'Surgery', 'Computer science', 'Engineering', 'Endocrinology']","[75.0, 75.0, 58.5, 42.9, 39.9, 38.4, 37.3, 32.1, 29.3, 28.3, 27.0, 26.6, 25.7, 21.5, 21.2]","['Centro Interuniversitario di Ricerca sui Peptidi Bioattivi', 'Azienda Ospedaliera Universitaria Università degli Studi della Campania Luigi Vanvitelli']"
University of Basilicata,Università degli Studi della Basilicata,http://portale.unibas.it/site/home.html,[],https://upload.wikimedia.org/wikipedia/commons/8/8a/Universit%%C3%%A0_basilicata2.jpg,Italy,Potenza,"['Biology', 'Physics', 'Chemistry', 'Engineering', 'Quantum mechanics', 'Mathematics', 'Computer science', 'Geology', 'Organic chemistry', 'Geography', 'Biochemistry', 'Materials science', 'Ecology', 'Medicine', 'Genetics']","[60.7, 57.6, 48.9, 42.5, 39.8, 38.1, 36.2, 35.4, 35.2, 29.9, 28.2, 26.3, 25.5, 24.6, 20.7]",[]
University of Urbino,Università degli Studi di Urbino Carlo Bo,http://www.uniurb.it/it/portale/index.php?mist_id=0&lang=IT&tipo=IST&page=0,[],https://upload.wikimedia.org/wikipedia/en/f/f7/Uniurb.png,Italy,Urbino,"['Biology', 'Chemistry', 'Physics', 'Medicine', 'Biochemistry', 'Genetics', 'Organic chemistry', 'Computer science', 'Mathematics', 'Quantum mechanics', 'Internal medicine', 'Engineering', 'Geology', 'Philosophy']","[63.9, 48.9, 45.7, 38.4, 35.6, 32.1, 30.0, 29.8, 28.3, 26.3, 25.4, 24.5, 24.4, 20.1]",[]
University of Bergamo,Università degli Studi di Bergamo,http://www.unibg.it/en_index.asp,['Bergamo University'],https://upload.wikimedia.org/wikipedia/commons/2/2f/Bergamo_chiostro_santagostino.jpg,Italy,Bergamo,"['Computer science', 'Mathematics', 'Engineering', 'Biology', 'Physics', 'Economics', 'Medicine', 'Political science', 'Quantum mechanics', 'Philosophy', 'Business', 'Law', 'Psychology', 'Geography', 'Chemistry', 'Artificial intelligence', 'Statistics', 'Programming language']","[54.5, 48.6, 43.5, 43.0, 42.0, 37.5, 29.0, 28.7, 28.0, 27.4, 27.2, 26.6, 25.3, 23.0, 22.2, 20.8, 20.1, 20.1]",[]
Tuscia University,Università degli Studi della Tuscia,http://www3.unitus.it/,[],https://upload.wikimedia.org/wikipedia/commons/0/01/Viterbo_Santa_Maria_in_Gradi.JPG,Italy,Viterbo,"['Biology', 'Chemistry', 'Ecology', 'Biochemistry', 'Physics', 'Genetics', 'Geology', 'Organic chemistry', 'Medicine', 'Botany', 'Geography', 'Engineering', 'Computer science', 'Gene', 'Environmental science', 'Quantum mechanics', 'Paleontology', 'Mathematics']","[83.5, 60.0, 45.9, 44.4, 44.3, 39.7, 38.0, 35.0, 33.8, 32.9, 32.8, 29.3, 25.3, 24.3, 23.8, 23.2, 22.5, 20.1]",[]
University of Cassino and Southern Lazio,Università degli Studi di Cassino e del Lazio Meridionale,http://www.eng.unicas.it/,['University of Cassino'],,Italy,Cassino,"['Engineering', 'Computer science', 'Physics', 'Mathematics', 'Quantum mechanics', 'Biology', 'Economics', 'Thermodynamics', 'Materials science', 'Chemistry', 'Artificial intelligence', 'Electrical engineering', 'Geology', 'Geography', 'Statistics', 'Philosophy', 'Medicine', 'Composite material']","[67.9, 64.7, 64.2, 54.8, 48.6, 41.2, 31.7, 31.6, 28.9, 28.8, 28.1, 26.7, 25.7, 23.8, 22.8, 21.8, 20.9, 20.6]",[]
Parthenope University of Naples,"Università degli Studi di Napoli ""Parthenope""",http://www.uniparthenope.it/,[],https://upload.wikimedia.org/wikipedia/commons/b/bf/Universit%C3%A0_degli_Studi_di_Napoli_-_Parthenope_-_sede_Acton.png.jpg,Italy,Naples,"['Computer science', 'Biology', 'Physics', 'Engineering', 'Mathematics', 'Economics', 'Geography', 'Quantum mechanics', 'Geology', 'Chemistry', 'Medicine', 'Political science', 'Artificial intelligence', 'Business', 'Law', 'Ecology', 'Statistics', 'Psychology', 'Philosophy']","[57.3, 52.4, 52.0, 51.1, 48.0, 36.6, 34.1, 33.7, 31.9, 28.5, 27.3, 26.0, 25.0, 24.9, 24.7, 22.9, 22.5, 21.9, 21.9]",[]
San Raffaele University of Rome,Università telematica San Raffaele,http://www.unisanraffaele.gov.it/,[],,Italy,Rome,"['Medicine', 'Internal medicine', 'Biology', 'Genetics', 'Surgery', 'Psychology', 'Pathology', 'Chemistry', 'Biochemistry', 'Psychiatry', 'Radiology', 'Endocrinology', 'Physics', 'Immunology', 'Cardiology', 'Neuroscience']","[94.5, 81.5, 81.1, 48.5, 48.0, 45.8, 45.4, 43.8, 39.3, 33.9, 33.5, 31.3, 26.1, 25.3, 25.1, 23.8]",[]
University of Reggio Calabria,"Università degli Studi ""Mediterranea"" di Reggio Calabria",http://www.unirc.it/,"['Mediterranea University of Reggio Calabria', 'Mediterranea University']",https://upload.wikimedia.org/wikipedia/commons/2/21/Reggio_Calabria_Palazzo_Zani.jpg,Italy,Reggio Calabria,"['Biology', 'Engineering', 'Computer science', 'Physics', 'Mathematics', 'Chemistry', 'Quantum mechanics', 'Geography', 'Medicine', 'Geology', 'Ecology', 'Organic chemistry', 'Materials science', 'Biochemistry', 'Economics']","[58.1, 54.0, 50.4, 49.7, 40.2, 37.0, 35.2, 29.3, 28.9, 28.9, 25.1, 22.7, 22.5, 22.2, 21.1]",[]
Free University of Bozen-Bolzano,Libera Università di Bolzano,https://www.unibz.it/en/public/university/default.html,[],https://upload.wikimedia.org/wikipedia/commons/6/6d/UniBZ-Logo.svg,Italy,Bolzano,"['Computer science', 'Mathematics', 'Engineering', 'Biology', 'Economics', 'Physics', 'Philosophy', 'Programming language', 'Geography', 'Political science', 'Artificial intelligence', 'Business', 'Law', 'Geology', 'Quantum mechanics', 'Operating system', 'Ecology', 'Chemistry', 'History']","[64.9, 47.7, 44.3, 43.7, 39.0, 37.7, 31.5, 30.2, 28.9, 27.9, 27.7, 26.9, 26.0, 25.1, 25.0, 23.4, 23.0, 22.1, 20.4]",[]
University of Sannio,Università degli Studi del Sannio,http://www.unisannio.it/,[],https://upload.wikimedia.org/wikipedia/commons/7/73/Benevento-San_Domenico.jpg,Italy,Benevento,"['Computer science', 'Engineering', 'Physics', 'Mathematics', 'Biology', 'Quantum mechanics', 'Chemistry', 'Geology', 'Programming language', 'Artificial intelligence', 'Economics', 'Operating system', 'Materials science', 'Geography', 'Thermodynamics', 'Medicine', 'Organic chemistry', 'Electrical engineering', 'Statistics']","[63.3, 60.1, 56.2, 51.0, 48.7, 41.4, 36.3, 25.4, 25.3, 25.1, 25.0, 25.0, 23.9, 23.7, 21.1, 21.0, 20.9, 20.7, 20.1]",[]
University of Molise,Università degli Studi del Molise,http://www.unimol.it/,[],https://upload.wikimedia.org/wikipedia/commons/1/1c/Unimol_-_Facolt%%C3%%A0_di_Giurisprudenza.jpg,Italy,Campobasso,"['Biology', 'Medicine', 'Chemistry', 'Physics', 'Biochemistry', 'Internal medicine', 'Genetics', 'Geology', 'Ecology', 'Pathology', 'Computer science', 'Geography', 'Organic chemistry', 'Mathematics', 'Psychology', 'Engineering', 'Paleontology']","[76.6, 52.7, 46.8, 35.0, 35.0, 34.0, 33.5, 28.9, 27.2, 26.0, 25.2, 25.1, 24.7, 24.7, 23.5, 23.4, 20.9]",[]
European University Institute,Istituto universitario europeo,http://www.eui.eu/,[],https://upload.wikimedia.org/wikipedia/commons/9/9b/New_Logo_EUI_2021_SVG.svg,Italy,Florence,"['Economics', 'Political science', 'Law', 'Sociology', 'Business', 'Computer science', 'Philosophy', 'Politics', 'Mathematics', 'Biology', 'Geography', 'History', 'Archaeology', 'Physics', 'Finance', 'Market economy']","[76.1, 74.4, 66.5, 48.4, 46.0, 39.6, 37.9, 33.0, 32.5, 30.2, 29.4, 27.6, 23.3, 22.9, 22.4, 20.6]",[]
Polytechnic University of Bari,Politecnico di Bari,http://www.poliba.it/,[],https://upload.wikimedia.org/wikipedia/commons/f/f5/Politecnico_di_Bari.png,Italy,Bari,"['Engineering', 'Computer science', 'Physics', 'Mathematics', 'Quantum mechanics', 'Biology', 'Materials science', 'Geography', 'Thermodynamics', 'Economics', 'Artificial intelligence', 'Chemistry', 'Geology', 'Electrical engineering', 'Operating system', 'Programming language', 'Composite material']","[72.9, 69.8, 65.6, 56.4, 52.0, 40.3, 33.6, 32.1, 30.9, 29.9, 29.6, 28.0, 27.3, 25.9, 23.8, 23.0, 21.1]",['INFN Sezione di Bari']
University of Teramo,Università di Teramo,http://www.unite.it/UniTE/,[],https://upload.wikimedia.org/wikipedia/en/f/fb/Uniteramo.jpg,Italy,Teramo,"['Biology', 'Medicine', 'Chemistry', 'Biochemistry', 'Genetics', 'Internal medicine', 'Physics', 'Pathology', 'Organic chemistry', 'Ecology', 'Computer science', 'Geology']","[81.6, 63.1, 60.4, 50.3, 50.2, 41.4, 30.2, 28.5, 28.4, 24.4, 24.2, 24.1]",[]
University of Macerata,Università degli Studi di Macerata,https://www.unimc.it/it,[],https://upload.wikimedia.org/wikipedia/en/a/a7/University_of_Macerata.png,Italy,Macerata,"['Biology', 'Medicine', 'Political science', 'Philosophy', 'Computer science', 'Law', 'Economics', 'Mathematics', 'Sociology', 'Psychology', 'Internal medicine', 'Geography', 'Art', 'Physics', 'Business', 'History', 'Genetics', 'Pathology']","[49.3, 42.1, 39.9, 38.1, 36.3, 36.1, 35.4, 34.9, 29.0, 28.9, 26.5, 24.8, 24.3, 24.2, 23.3, 22.6, 22.6, 21.4]",[]
Luiss University,"Libera Università Internazionale degli Studi Sociali ""Guido Carli""",http://www.luiss.edu/,[],https://upload.wikimedia.org/wikipedia/commons/c/c1/LUISS_sede_centrale_Via_Pola.jpeg,Italy,Rome,"['Economics', 'Business', 'Political science', 'Law', 'Computer science', 'Mathematics', 'Philosophy', 'Finance', 'Biology', 'Sociology', 'Physics', 'Geography', 'Engineering', 'Psychology', 'Macroeconomics', 'History', 'Microeconomics']","[78.3, 62.6, 61.0, 54.8, 52.3, 43.8, 36.2, 33.6, 32.8, 30.7, 26.5, 25.4, 25.2, 23.8, 23.6, 21.2, 20.7]",[]
Marconi University,"Università degli Studi ""Guglielmo Marconi""",http://www.gmuonline.org/,"['Unimarconi', 'Guglielmo Marconi University']",https://upload.wikimedia.org/wikipedia/en/7/71/Marconi_University_Logo.png,Italy,Rome,"['Biology', 'Medicine', 'Physics', 'Computer science', 'Engineering', 'Mathematics', 'Quantum mechanics', 'Chemistry', 'Internal medicine', 'Psychology', 'Genetics', 'Economics', 'Pathology']","[59.7, 47.8, 44.8, 42.3, 41.0, 33.9, 30.6, 30.0, 29.8, 26.3, 23.9, 23.9, 22.7]",[]
IMT Institute for Advanced Studies Lucca,Scuola IMT Alti Studi Lucca,https://www.imtlucca.it/,"['Institutions, Markets, Technologies Institute for Advanced Studies', 'Institute for Advanced Studies Lucca']",https://upload.wikimedia.org/wikipedia/en/8/86/Official_IMT_School_Logo.jpg,Italy,Lucca,"['Computer science', 'Mathematics', 'Engineering', 'Biology', 'Physics', 'Economics', 'Artificial intelligence', 'Programming language', 'Quantum mechanics', 'Philosophy', 'Psychology', 'Statistics', 'Medicine', 'Operating system', 'Political science', 'Law', 'Geography', 'Business']","[75.5, 63.1, 45.8, 42.8, 42.6, 40.8, 36.4, 31.1, 30.1, 29.9, 28.4, 27.2, 27.1, 26.5, 25.7, 24.7, 21.8, 20.3]",[]
Collegio Carlo Alberto,Collegio Carlo Alberto,http://www.carloalberto.org/,[],,Italy,Moncalieri,"['Economics', 'Mathematics', 'Computer science', 'Political science', 'Law', 'Business', 'Physics', 'Philosophy', 'Biology', 'Statistics', 'Sociology', 'Engineering', 'Quantum mechanics', 'Geography', 'Finance', 'Psychology', 'Macroeconomics', 'Artificial intelligence', 'Medicine', 'Microeconomics', 'Econometrics', 'Epistemology']","[73.3, 58.0, 53.7, 49.7, 46.8, 44.9, 39.8, 34.7, 33.4, 30.4, 28.6, 28.3, 26.4, 25.5, 25.2, 22.7, 22.6, 22.1, 21.6, 21.6, 21.4, 20.8]",[]
Foro Italico University of Rome,Università degli Studi di Roma Foro Italico,http://www.uniroma4.it/,['University Institute of Motor Sciences'],https://upload.wikimedia.org/wikipedia/commons/6/61/University_of_Rome_Foro_Italico_in_2018.04.jpg,Italy,Rome,"['Medicine', 'Biology', 'Psychology', 'Internal medicine', 'Physical therapy', 'Pathology', 'Endocrinology', 'Chemistry', 'Physics', 'Psychiatry', 'Computer science', 'Mathematics', 'Biochemistry', 'Neuroscience', 'Physical medicine and rehabilitation', 'Genetics', 'Engineering', 'Anatomy', 'Surgery']","[88.9, 81.4, 54.9, 54.5, 39.2, 36.3, 34.8, 34.0, 31.6, 31.2, 31.1, 28.8, 28.2, 25.9, 25.7, 25.1, 23.1, 20.4, 20.2]",[]
Università Iuav di Venezia,Università IUAV di Venezia,http://www.iuav.it/homepage/,[],https://upload.wikimedia.org/wikipedia/commons/1/1e/IUAV-DSC_0204w.jpg,Italy,Venice,"['Computer science', 'Engineering', 'Geography', 'Biology', 'Physics', 'Mathematics', 'History', 'Geology', 'Archaeology', 'Philosophy', 'Economics', 'Political science', 'Quantum mechanics', 'Ecology', 'Art', 'Law', 'Materials science']","[51.8, 51.4, 50.2, 46.7, 42.3, 40.6, 36.7, 36.2, 34.0, 31.8, 28.1, 27.6, 26.0, 25.3, 24.8, 24.8, 23.1]",[]
Università degli Studi di Enna Kore,Università Kore di Enna,http://www.unikore.it/,['Kore University of Enna'],,Italy,Enna,"['Computer science', 'Biology', 'Engineering', 'Physics', 'Mathematics', 'Psychology', 'Medicine', 'Philosophy', 'Quantum mechanics', 'Geography', 'Political science', 'Economics', 'Law', 'Chemistry', 'Geology', 'Social psychology', 'Thermodynamics']","[51.9, 49.4, 46.8, 44.1, 42.6, 40.5, 35.2, 30.7, 28.3, 28.1, 27.8, 27.2, 26.6, 23.7, 23.2, 21.5, 20.7]",[]
Istituto di Matematica Applicata e Tecnologie Informatiche,,http://www.imati.cnr.it/,[],,Italy,Pavia,"['Mathematics', 'Computer science', 'Physics', 'Engineering', 'Mathematical analysis', 'Quantum mechanics', 'Artificial intelligence', 'Philosophy', 'Biology', 'Geometry', 'Pure mathematics', 'Programming language', 'Thermodynamics']","[77.5, 66.2, 53.0, 44.1, 38.2, 36.6, 31.7, 31.6, 28.4, 27.3, 25.5, 25.1, 20.2]",['National Research Council']
Libera Università Maria SS. Assunta,Libera Università Maria Santissima Assunta,http://www.lumsa.it/en,"['Università LUMSA', 'Istituto Superiore di Magistero Maria Ss. Assunta']",https://upload.wikimedia.org/wikipedia/commons/6/6d/Sede_traspontina.jpg,Italy,Rome,"['Psychology', 'Medicine', 'Biology', 'Political science', 'Law', 'Computer science', 'Economics', 'Philosophy', 'Mathematics', 'Sociology', 'Business', 'Social psychology', 'Psychiatry', 'Physics', 'Statistics', 'Internal medicine', 'Epistemology']","[52.7, 49.5, 45.9, 45.3, 42.2, 41.5, 41.5, 37.8, 35.3, 35.1, 28.7, 25.3, 24.9, 23.9, 23.1, 20.5, 20.2]",[]
University of Naples - L'Orientale,"Università degli Studi di Napoli ""L'Orientale""",http://www.unior.it/,[],https://upload.wikimedia.org/wikipedia/en/d/d1/M_Ripa.gif,Italy,Naples,"['Philosophy', 'Art', 'History', 'Political science', 'Geography', 'Law', 'Computer science', 'Archaeology', 'Sociology', 'Linguistics', 'Economics', 'Humanities', 'Biology', 'Mathematics']","[60.6, 51.4, 44.4, 43.8, 39.9, 38.5, 34.8, 31.7, 29.2, 27.7, 25.4, 24.6, 24.2, 22.2]",[]
Gran Sasso Science Institute,,http://www.gssi.infn.it/,[],,Italy,L’Aquila,"['Computer science', 'Physics', 'Mathematics', 'Engineering', 'Quantum mechanics', 'Economics', 'Biology', 'Geography', 'Programming language', 'Philosophy', 'Political science', 'Operating system', 'Mathematical analysis', 'Artificial intelligence', 'Law', 'Thermodynamics']","[68.5, 59.9, 59.3, 52.9, 48.3, 30.3, 29.2, 26.9, 25.9, 23.4, 23.4, 22.9, 22.7, 21.6, 20.7, 20.1]",['National Institute for Nuclear Physics']
Istituto Universitario di Studi Superiori di Pavia,Istituto Universitario di Studi Superiori,http://www.iusspavia.it/,[],,Italy,Pavia,"['Computer science', 'Physics', 'Biology', 'Engineering', 'Mathematics', 'Geology', 'Medicine', 'Quantum mechanics', 'Psychology', 'Geography', 'Chemistry', 'Philosophy', 'Structural engineering', 'Materials science', 'History', 'Civil engineering']","[56.2, 55.2, 49.4, 49.3, 39.9, 39.3, 38.1, 35.1, 33.0, 28.8, 27.8, 27.7, 26.1, 21.3, 20.3, 20.1]",[]
IULM University,Libera Università di Lingue e Comunicazione IULM,https://www.iulm.it/,['University Institute for Modern Languages'],https://upload.wikimedia.org/wikipedia/en/2/2a/IULM_University_of_Milan_logo.jpg,Italy,Milan,"['Philosophy', 'Political science', 'Computer science', 'Law', 'Economics', 'Art', 'Business', 'Biology', 'Psychology', 'Sociology', 'Mathematics', 'History', 'Geography', 'Physics', 'Archaeology', 'Epistemology', 'Medicine', 'Linguistics', 'Marketing']","[52.1, 50.0, 48.6, 44.6, 39.6, 39.2, 37.4, 35.1, 35.0, 35.0, 33.2, 31.2, 30.8, 25.2, 24.5, 23.5, 22.8, 20.8, 20.4]",[]
Università degli Studi eCampus,Università degli Studi eCampus,https://www.uniecampus.it,['eCampus University'],,Italy,Novedrate,"['Biology', 'Engineering', 'Computer science', 'Physics', 'Mathematics', 'Medicine', 'Psychology', 'Quantum mechanics', 'Geography', 'Economics', 'Thermodynamics', 'Internal medicine', 'Geology', 'Chemistry', 'Materials science', 'Political science', 'Law', 'Philosophy', 'Operating system']","[54.4, 54.3, 52.4, 48.5, 47.3, 44.0, 36.8, 32.8, 28.1, 28.0, 27.5, 26.0, 24.4, 23.8, 23.1, 22.7, 21.5, 20.8, 20.3]",[]
University Carlo Cattaneo,Università Carlo Cattaneo,http://en.liuc.it/,['Carlo Cattaneo University'],https://upload.wikimedia.org/wikipedia/commons/a/a0/Castellanza_LIUC.jpg,Italy,Castellanza,"['Economics', 'Computer science', 'Business', 'Political science', 'Mathematics', 'Law', 'Engineering', 'Biology', 'Philosophy', 'Physics', 'Marketing', 'Medicine', 'Statistics', 'Management', 'Programming language', 'Sociology', 'Operating system', 'Psychology', 'Geography', 'Quantum mechanics', 'Finance']","[66.2, 63.7, 55.0, 48.7, 47.5, 46.1, 45.5, 44.1, 30.7, 30.7, 30.4, 28.0, 27.2, 26.6, 24.1, 22.0, 21.6, 21.5, 21.1, 20.4, 20.1]",[]
National Interuniversity Consortium of Materials Science and Technology,,http://www.instm.it/en/instm.aspx,[],,Italy,Florence,"['Chemistry', 'Organic chemistry', 'Materials science', 'Physics', 'Engineering', 'Biology', 'Quantum mechanics', 'Composite material', 'Chemical engineering', 'Biochemistry', 'Nanotechnology', 'Metallurgy', 'Geology', 'Nuclear magnetic resonance', 'Medicine', 'Computer science', 'Genetics', 'Thermodynamics', 'Optics', 'Physical chemistry', 'Mathematics']","[92.2, 83.3, 81.8, 78.4, 71.5, 70.4, 59.4, 57.9, 53.8, 46.1, 43.6, 40.6, 30.0, 28.3, 26.6, 25.9, 25.7, 25.3, 24.0, 24.0, 21.1]",[]
Pontifical University of the Holy Cross,Pontificia Università della Santa Croce,http://en.pusc.it/,['Pontificia Universitas Sanctae Crucis'],https://upload.wikimedia.org/wikipedia/commons/7/71/LogoSantaCroce.png,Italy,Rome,"['Philosophy', 'Political science', 'Art', 'Law', 'Computer science', 'Sociology', 'Humanities', 'Epistemology', 'Theology', 'Biology', 'Psychology']","[62.0, 42.7, 42.1, 35.0, 30.6, 29.9, 27.6, 24.7, 23.0, 21.6, 21.0]",[]
Pontifical Gregorian University,Pontificia Università Gregoriana,http://www.unigre.it/newbiblio/index_en.php,['Gregorianum'],https://upload.wikimedia.org/wikipedia/commons/8/86/Stemma_della_Gregoriana.svg,Italy,Rome,"['Philosophy', 'Art', 'Political science', 'Humanities', 'Theology', 'Law', 'Computer science', 'History', 'Sociology', 'Epistemology']","[69.0, 49.8, 34.8, 30.9, 29.7, 29.2, 25.1, 24.4, 23.8, 21.8]",['Pedro Francisco Bono Institute']
Università degli Studi Suor Orsola Benincasa,Università degli Studi Suor Orsola Benincasa,http://www.unisob.na.it/,[],,Italy,Naples,"['Philosophy', 'Art', 'Biology', 'Psychology', 'Political science', 'Computer science', 'Law', 'Medicine', 'Humanities', 'Sociology', 'Economics', 'Geography', 'Physics', 'History']","[53.9, 43.0, 39.9, 38.1, 36.5, 35.7, 30.0, 29.4, 27.3, 25.9, 24.7, 24.2, 22.2, 21.8]",[]
University of Aosta Valley,,https://www.univda.it/,[],https://upload.wikimedia.org/wikipedia/en/c/cf/Aosta_Valley_Uni.png,Italy,Aosta,"['Psychology', 'Biology', 'Philosophy', 'Medicine', 'Computer science', 'Mathematics', 'Political science', 'Sociology', 'Economics', 'Law', 'Physics', 'Geography', 'Art', 'Business']","[43.7, 43.7, 41.4, 40.6, 38.4, 35.9, 35.9, 32.9, 32.5, 32.5, 31.0, 26.3, 25.3, 21.6]",[]
